"Rang";"Name";"Runde";"Datum";"Uhrzeit";"Stadion";"Spiel";"Tipp";"Resultat";"Punkte"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"03:00";"San-Francisco-Bay-Area-Stadion";"Türkei vs Paraguay";"1:2";"0:1";"8"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"17:00";"Houston-Stadion";"Niederlande vs Schweden";"2:1";"5:1";"6"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"20:00";"Toronto-Stadion";"Deutschland vs Elfenbeinküste";"3:0";"2:1";"5"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"00:00";"Kansas-City-Stadion";"Ecuador vs Curaçao";"2:0";"0:0";"1"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"04:00";"Monterrey-Stadion";"Tunesien vs Japan";"0:1";"0:4";"6"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"16:00";"Atlanta-Stadion";"Spanien vs Saudi-Arabien";"2:0";"4:0";"6"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"19:00";"Los-Angeles-Stadion";"Belgien vs Iran";"2:0";"0:0";"1"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"22:00";"Miami-Stadion";"Uruguay vs Kap Verde";"1:0";"2:2";"0"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"01:00";"BC Place Vancouver";"Neuseeland vs Ägypten";"0:0";"1:3";"0"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"17:00";"Dallas-Stadion";"Argentinien vs Österreich";"3:1";"2:0";"8"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"21:00";"Philadelphia-Stadion";"Frankreich vs Irak";"3:0";"3:0";"10"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"00:00";"New-York-New-Jersey-Stadion";"Norwegen vs Senegal";"2:0";"3:2";"5"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"03:00";"San-Francisco-Bay-Area-Stadion";"Jordanien vs Algerien";"0:0";"1:2";"0"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"17:00";"Houston-Stadion";"Portugal vs Usbekistan";"2:0";"5:0";"6"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"20:00";"Boston-Stadion";"England vs Ghana";"1:0";"0:0";"1"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"23:00";"Toronto-Stadion";"Panama vs Kroatien";"0:0";"0:1";"1"
"16";"Lisanne H";"2. Runde (18. Juni - 24. Juni)";"24.06.2026";"02:00";"Guadalajara-Stadion";"Kolumbien vs DR Kongo";"1:0";"1:0";"10"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"20:00";"New-York-New-Jersey-Stadion";"Ecuador vs Deutschland";"1:2";"2:1";"0"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"20:00";"Philadelphia-Stadion";"Curaçao vs Elfenbeinküste";"0:1";"0:2";"6"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"23:00";"Kansas-City-Stadion";"Tunesien vs Niederlande";"0:4";"1:3";"5"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"23:00";"Dallas-Stadion";"Japan vs Schweden";"2:2";"1:1";"8"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"02:00";"San-Francisco-Bay-Area-Stadion";"Paraguay vs Australien";"2:1";"0:0";"0"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"02:00";"Los-Angeles-Stadion";"Türkei vs USA";"1:1";"3:2";"0"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"19:00";"Boston-Stadion";"Norwegen vs Frankreich";"1:3";"1:4";"6"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"19:00";"Toronto-Stadion";"Senegal vs Irak";"1:0";"5:0";"6"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"00:00";"Guadalajara-Stadion";"Uruguay vs Spanien";"2:3";"0:1";"8"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"00:00";"Houston-Stadion";"Kap Verde vs Saudi-Arabien";"0:0";"0:0";"10"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"03:00";"BC Place Vancouver";"Neuseeland vs Belgien";"1:2";"1:5";"6"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"03:00";"Seattle-Stadion";"Ägypten vs Iran";"1:1";"1:1";"10"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"21:00";"Philadelphia-Stadion";"Kroatien vs Ghana";"1:1";"2:1";"1"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"21:00";"New-York-New-Jersey-Stadion";"Panama vs England";"0:1";"0:2";"6"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"23:30";"Miami-Stadion";"Kolumbien vs Portugal";"1:2";"0:0";"0"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"23:30";"Atlanta-Stadion";"DR Kongo vs Usbekistan";"1:1";"3:1";"1"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"28.06.2026";"02:00";"Kansas-City-Stadion";"Algerien vs Österreich";"0:2";"3:3";"0"
"16";"Lisanne H";"3. Runde (24. Juni - 28. Juni)";"28.06.2026";"02:00";"Dallas-Stadion";"Jordanien vs Argentinien";"0:3";"1:3";"6"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"29.06.2026";"17:00";"Houston-Stadion";"Brasilien vs Japan";"2:0";"2:1";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"29.06.2026";"20:30";"Boston-Stadion";"Deutschland vs Paraguay";"3:2";"1:1";"0"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"01:00";"Monterrey-Stadion";"Niederlande vs Marokko";"3:1";"1:1";"2"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"17:00";"Dallas-Stadion";"Elfenbeinküste vs Norwegen";"0:0";"1:2";"0"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"21:00";"New-York-New-Jersey-Stadion";"Frankreich vs Schweden";"3:1";"3:0";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"02:00";"Mexico-City-Stadion";"Mexiko vs Ecuador";"2:1";"2:0";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"16:00";"Atlanta-Stadion";"England vs DR Kongo";"1:0";"2:1";"16"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"20:00";"Seattle-Stadion";"Belgien vs Senegal";"2:0";"3:2";"10"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"00:00";"San-Francisco-Bay-Area-Stadion";"USA vs Bosnien-Herzeg.";"0:0";"2:0";"2"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"19:00";"Los-Angeles-Stadion";"Spanien vs Österreich";"3:1";"3:0";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"23:00";"Toronto-Stadion";"Portugal vs Kroatien";"2:0";"2:1";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"03:00";"BC Place Vancouver";"Schweiz vs Algerien";"1:0";"2:0";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"18:00";"Dallas-Stadion";"Australien vs Ägypten";"0:0";"1:1";"16"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"22:00";"Miami-Stadion";"Argentinien vs Kap Verde";"3:0";"3:2";"12"
"16";"Lisanne H";"1/16-Finals (28. Juni -  4. Juli)";"04.07.2026";"01:30";"Kansas-City-Stadion";"Kolumbien vs Ghana";"0:0";"1:0";"2"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"04.07.2026";"17:00";"Houston-Stadion";"Kanada vs Marokko";"0:1";"0:3";"12"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"04.07.2026";"21:00";"Philadelphia-Stadion";"Paraguay vs Frankreich";"1:2";"0:1";"16"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"05.07.2026";"20:00";"New-York-New-Jersey-Stadion";"Brasilien vs Norwegen";"2:2";"1:2";"2"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"06.07.2026";"01:00";"Mexico-City-Stadion";"Mexiko vs England";"1:2";"2:3";"16"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"06.07.2026";"19:00";"Dallas-Stadion";"Portugal vs Spanien";"2:3";"0:1";"16"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"00:00";"Seattle-Stadion";"USA vs Belgien";"0:1";"1:4";"10"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"16:00";"Atlanta-Stadion";"Argentinien vs Ägypten";"2:1";"3:2";"16"
"16";"Lisanne H";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"20:00";"BC Place Vancouver";"Schweiz vs Kolumbien";"2:1";"0:0";"0"
"16";"Lisanne H";"Viertelfinals ( 9. Juli - 12. Juli)";"09.07.2026";"20:00";"Boston-Stadion";"Frankreich vs Marokko";"2:1";"2:0";"12"
"16";"Lisanne H";"Viertelfinals ( 9. Juli - 12. Juli)";"10.07.2026";"19:00";"Los-Angeles-Stadion";"Spanien vs Belgien";"2:1";"2:1";"20"
"16";"Lisanne H";"Viertelfinals ( 9. Juli - 12. Juli)";"11.07.2026";"21:00";"Miami-Stadion";"Norwegen vs England";"2:0";"1:2";"0"
"16";"Lisanne H";"Viertelfinals ( 9. Juli - 12. Juli)";"12.07.2026";"01:00";"Kansas-City-Stadion";"Argentinien vs Schweiz";"0:1";"3:1";"2"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"11.06.2026";"19:00";"Mexico-City-Stadion";"Mexiko vs Südafrika";"2:2";"2:0";"1"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"12.06.2026";"02:00";"Guadalajara-Stadion";"Südkorea vs Tschechien";"0:1";"2:1";"1"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"12.06.2026";"19:00";"Toronto-Stadion";"Kanada vs Bosnien-Herzeg.";"0:2";"1:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"01:00";"Los-Angeles-Stadion";"USA vs Paraguay";"1:0";"4:1";"5"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"19:00";"San-Francisco-Bay-Area-Stadion";"Katar vs Schweiz";"0:2";"1:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"22:00";"New-York-New-Jersey-Stadion";"Brasilien vs Marokko";"3:1";"1:1";"1"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"01:00";"Boston-Stadion";"Haiti vs Schottland";"0:1";"0:1";"10"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"04:00";"BC Place Vancouver";"Australien vs Türkei";"1:1";"2:0";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"17:00";"Houston-Stadion";"Deutschland vs Curaçao";"5:0";"7:1";"5"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"20:00";"Dallas-Stadion";"Niederlande vs Japan";"2:0";"2:2";"1"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"23:00";"Philadelphia-Stadion";"Elfenbeinküste vs Ecuador";"2:1";"1:0";"8"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"15.06.2026";"02:00";"Monterrey-Stadion";"Schweden vs Tunesien";"0:0";"5:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"15.06.2026";"16:00";"Atlanta-Stadion";"Spanien vs Kap Verde";"4:0";"0:0";"1"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"15.06.2026";"19:00";"Seattle-Stadion";"Belgien vs Ägypten";"2:0";"1:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"15.06.2026";"22:00";"Miami-Stadion";"Saudi-Arabien vs Uruguay";"1:1";"1:1";"10"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"16.06.2026";"01:00";"Los-Angeles-Stadion";"Iran vs Neuseeland";"0:0";"2:2";"8"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"16.06.2026";"19:00";"New-York-New-Jersey-Stadion";"Frankreich vs Senegal";"2:2";"3:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"16.06.2026";"22:00";"Boston-Stadion";"Irak vs Norwegen";"0:2";"1:4";"5"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"17.06.2026";"01:00";"Kansas-City-Stadion";"Argentinien vs Algerien";"2:1";"3:0";"5"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"17.06.2026";"04:00";"San-Francisco-Bay-Area-Stadion";"Österreich vs Jordanien";"1:0";"3:1";"5"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"17.06.2026";"17:00";"Houston-Stadion";"Portugal vs DR Kongo";"3:0";"1:1";"0"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"17.06.2026";"20:00";"Dallas-Stadion";"England vs Kroatien";"2:0";"4:2";"8"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"17.06.2026";"23:00";"Toronto-Stadion";"Ghana vs Panama";"2:0";"1:0";"6"
"17";"Major T";"1. Runde (11. Juni - 18. Juni)";"18.06.2026";"02:00";"Mexico-City-Stadion";"Usbekistan vs Kolumbien";"1:2";"1:3";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"18.06.2026";"16:00";"Atlanta-Stadion";"Tschechien vs Südafrika";"1:2";"1:1";"1"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"18.06.2026";"19:00";"Los-Angeles-Stadion";"Schweiz vs Bosnien-Herzeg.";"2:0";"4:1";"5"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"18.06.2026";"22:00";"BC Place Vancouver";"Kanada vs Katar";"1:1";"6:0";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"19.06.2026";"01:00";"Guadalajara-Stadion";"Mexiko vs Südkorea";"0:2";"1:0";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"19.06.2026";"19:00";"Seattle-Stadion";"USA vs Australien";"3:1";"2:0";"8"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"19.06.2026";"22:00";"Boston-Stadion";"Schottland vs Marokko";"0:2";"0:1";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"00:30";"Philadelphia-Stadion";"Brasilien vs Haiti";"3:0";"3:0";"10"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"03:00";"San-Francisco-Bay-Area-Stadion";"Türkei vs Paraguay";"2:0";"0:1";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"17:00";"Houston-Stadion";"Niederlande vs Schweden";"2:2";"5:1";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"20.06.2026";"20:00";"Toronto-Stadion";"Deutschland vs Elfenbeinküste";"3:1";"2:1";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"00:00";"Kansas-City-Stadion";"Ecuador vs Curaçao";"2:0";"0:0";"1"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"04:00";"Monterrey-Stadion";"Tunesien vs Japan";"0:2";"0:4";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"16:00";"Atlanta-Stadion";"Spanien vs Saudi-Arabien";"4:0";"4:0";"10"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"19:00";"Los-Angeles-Stadion";"Belgien vs Iran";"3:0";"0:0";"1"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"21.06.2026";"22:00";"Miami-Stadion";"Uruguay vs Kap Verde";"2:0";"2:2";"1"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"01:00";"BC Place Vancouver";"Neuseeland vs Ägypten";"1:1";"1:3";"1"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"17:00";"Dallas-Stadion";"Argentinien vs Österreich";"2:0";"2:0";"10"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"22.06.2026";"21:00";"Philadelphia-Stadion";"Frankreich vs Irak";"4:0";"3:0";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"00:00";"New-York-New-Jersey-Stadion";"Norwegen vs Senegal";"1:1";"3:2";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"03:00";"San-Francisco-Bay-Area-Stadion";"Jordanien vs Algerien";"0:2";"1:2";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"17:00";"Houston-Stadion";"Portugal vs Usbekistan";"2:0";"5:0";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"20:00";"Boston-Stadion";"England vs Ghana";"3:1";"0:0";"0"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"23.06.2026";"23:00";"Toronto-Stadion";"Panama vs Kroatien";"0:2";"0:1";"6"
"17";"Major T";"2. Runde (18. Juni - 24. Juni)";"24.06.2026";"02:00";"Guadalajara-Stadion";"Kolumbien vs DR Kongo";"2:1";"1:0";"8"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"24.06.2026";"19:00";"BC Place Vancouver";"Schweiz vs Kanada";"0:2";"2:1";"0"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"24.06.2026";"19:00";"Seattle-Stadion";"Bosnien-Herzeg. vs Katar";"3:0";"3:1";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"24.06.2026";"22:00";"Miami-Stadion";"Schottland vs Brasilien";"1:2";"0:3";"5"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"24.06.2026";"22:00";"Atlanta-Stadion";"Marokko vs Haiti";"2:1";"4:2";"5"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"01:00";"Monterrey-Stadion";"Südafrika vs Südkorea";"1:1";"1:0";"1"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"01:00";"Mexico-City-Stadion";"Tschechien vs Mexiko";"0:2";"0:3";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"20:00";"New-York-New-Jersey-Stadion";"Ecuador vs Deutschland";"0:3";"2:1";"0"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"20:00";"Philadelphia-Stadion";"Curaçao vs Elfenbeinküste";"1:2";"0:2";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"23:00";"Kansas-City-Stadion";"Tunesien vs Niederlande";"1:3";"1:3";"10"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"25.06.2026";"23:00";"Dallas-Stadion";"Japan vs Schweden";"2:2";"1:1";"8"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"02:00";"San-Francisco-Bay-Area-Stadion";"Paraguay vs Australien";"0:2";"0:0";"1"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"02:00";"Los-Angeles-Stadion";"Türkei vs USA";"1:3";"3:2";"0"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"19:00";"Boston-Stadion";"Norwegen vs Frankreich";"1:2";"1:4";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"26.06.2026";"19:00";"Toronto-Stadion";"Senegal vs Irak";"2:0";"5:0";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"00:00";"Guadalajara-Stadion";"Uruguay vs Spanien";"0:3";"0:1";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"00:00";"Houston-Stadion";"Kap Verde vs Saudi-Arabien";"0:0";"0:0";"10"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"03:00";"BC Place Vancouver";"Neuseeland vs Belgien";"0:3";"1:5";"5"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"03:00";"Seattle-Stadion";"Ägypten vs Iran";"1:1";"1:1";"10"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"21:00";"Philadelphia-Stadion";"Kroatien vs Ghana";"1:1";"2:1";"1"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"21:00";"New-York-New-Jersey-Stadion";"Panama vs England";"0:4";"0:2";"6"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"23:30";"Miami-Stadion";"Kolumbien vs Portugal";"1:2";"0:0";"0"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"27.06.2026";"23:30";"Atlanta-Stadion";"DR Kongo vs Usbekistan";"3:1";"3:1";"10"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"28.06.2026";"02:00";"Kansas-City-Stadion";"Algerien vs Österreich";"1:0";"3:3";"0"
"17";"Major T";"3. Runde (24. Juni - 28. Juni)";"28.06.2026";"02:00";"Dallas-Stadion";"Jordanien vs Argentinien";"0:2";"1:3";"8"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"28.06.2026";"19:00";"Los-Angeles-Stadion";"Südafrika vs Kanada";"0:3";"0:1";"12"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"29.06.2026";"17:00";"Houston-Stadion";"Brasilien vs Japan";"2:1";"2:1";"20"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"29.06.2026";"20:30";"Boston-Stadion";"Deutschland vs Paraguay";"3:0";"1:1";"0"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"01:00";"Monterrey-Stadion";"Niederlande vs Marokko";"2:0";"1:1";"0"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"17:00";"Dallas-Stadion";"Elfenbeinküste vs Norwegen";"0:1";"1:2";"16"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"30.06.2026";"21:00";"New-York-New-Jersey-Stadion";"Frankreich vs Schweden";"2:1";"3:0";"10"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"02:00";"Mexico-City-Stadion";"Mexiko vs Ecuador";"3:1";"2:0";"16"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"16:00";"Atlanta-Stadion";"England vs DR Kongo";"3:0";"2:1";"10"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"01.07.2026";"20:00";"Seattle-Stadion";"Belgien vs Senegal";"1:2";"3:2";"2"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"00:00";"San-Francisco-Bay-Area-Stadion";"USA vs Bosnien-Herzeg.";"2:1";"2:0";"12"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"19:00";"Los-Angeles-Stadion";"Spanien vs Österreich";"2:0";"3:0";"12"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"02.07.2026";"23:00";"Toronto-Stadion";"Portugal vs Kroatien";"0:1";"2:1";"2"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"03:00";"BC Place Vancouver";"Schweiz vs Algerien";"2:1";"2:0";"12"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"18:00";"Dallas-Stadion";"Australien vs Ägypten";"1:0";"1:1";"2"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"03.07.2026";"22:00";"Miami-Stadion";"Argentinien vs Kap Verde";"3:0";"3:2";"12"
"17";"Major T";"1/16-Finals (28. Juni -  4. Juli)";"04.07.2026";"01:30";"Kansas-City-Stadion";"Kolumbien vs Ghana";"0:1";"1:0";"0"
"17";"Major T";"Achtelfinals ( 4. Juli -  7. Juli)";"06.07.2026";"19:00";"Dallas-Stadion";"Portugal vs Spanien";"0:1";"0:1";"20"
"17";"Major T";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"00:00";"Seattle-Stadion";"USA vs Belgien";"1:2";"1:4";"12"
"17";"Major T";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"16:00";"Atlanta-Stadion";"Argentinien vs Ägypten";"2:0";"3:2";"10"
"17";"Major T";"Achtelfinals ( 4. Juli -  7. Juli)";"07.07.2026";"20:00";"BC Place Vancouver";"Schweiz vs Kolumbien";"2:0";"0:0";"2"
"17";"Major T";"Viertelfinals ( 9. Juli - 12. Juli)";"09.07.2026";"20:00";"Boston-Stadion";"Frankreich vs Marokko";"2:0";"2:0";"20"
"17";"Major T";"Viertelfinals ( 9. Juli - 12. Juli)";"10.07.2026";"19:00";"Los-Angeles-Stadion";"Spanien vs Belgien";"1:0";"2:1";"16"
"17";"Major T";"Viertelfinals ( 9. Juli - 12. Juli)";"11.07.2026";"21:00";"Miami-Stadion";"Norwegen vs England";"1:1";"1:2";"2"
"17";"Major T";"Viertelfinals ( 9. Juli - 12. Juli)";"12.07.2026";"01:00";"Kansas-City-Stadion";"Argentinien vs Schweiz";"2:0";"3:1";"16"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"11.06.2026";"19:00";"Mexico-City-Stadion";"Mexiko vs Südafrika";"2:1";"2:0";"6"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"12.06.2026";"02:00";"Guadalajara-Stadion";"Südkorea vs Tschechien";"1:1";"2:1";"1"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"12.06.2026";"19:00";"Toronto-Stadion";"Kanada vs Bosnien-Herzeg.";"1:1";"1:1";"10"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"01:00";"Los-Angeles-Stadion";"USA vs Paraguay";"1:2";"4:1";"0"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"19:00";"San-Francisco-Bay-Area-Stadion";"Katar vs Schweiz";"0:2";"1:1";"0"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"13.06.2026";"22:00";"New-York-New-Jersey-Stadion";"Brasilien vs Marokko";"3:1";"1:1";"1"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"01:00";"Boston-Stadion";"Haiti vs Schottland";"0:1";"0:1";"10"
"18";"Marc L";"1. Runde (11. Juni - 18. Juni)";"14.06.2026";"04:00";"BC Place Vancouver";"Australien vs Türkei";"1:2";"2:0";"0"
